customer_id,name,age,income,loan_amount,emi_amount,join_date,is_delinquent
164,Jamie Johnson,24,20000.0,57317.37,955.29,2025-01-14,1
165,John Kelly,26,77689.46,235691.12,3928.19,2024-05-29,1
166,Spencer Haynes,44,51551.12,220104.15,3668.4,2024-06-05,1
167,Kellie Lee,23,69680.64,256725.48,4278.76,2024-05-22,1
168,Katherine Chang,55,63046.7,190702.8,3178.38,2024-11-13,1
169,Michael West,55,72350.29,291298.65,4854.98,2024-02-25,1
170,Daniel Holt,45,63002.02,120621.59,2010.36,2024-06-16,1
171,Jackie Tran,38,56051.37,183142.51,3052.38,2024-07-01,1
172,Patrick Rivera,41,59779.23,203141.94,3385.7,2024-11-17,1
173,Eric Hall,23,65760.98,196207.92,3270.13,2024-11-25,1
174,Bryan Herrera,32,76840.17,175149.65,2919.16,2024-12-11,1
175,Cheryl Rodgers,25,65498.97,165716.33,2761.94,2024-06-05,1
176,Vanessa Warren,24,71210.52,203281.38,3388.02,2024-06-07,1
177,Dr. Elizabeth Ward,40,67016.69,201554.85,3359.25,2024-06-15,1
178,Joseph Hill,43,52451.44,184768.4,3079.47,2024-03-11,1
179,Melissa Martinez,55,38488.67,111780.09,1863.0,2025-01-21,1
180,Ashley Smith,48,54380.08,140880.38,2348.01,2024-06-08,1
181,Jeremiah Lopez,51,49504.12,153808.8,2563.48,2024-03-09,1
182,Scott Wilson,38,54314.14,134167.35,2236.12,2024-03-15,1
183,Benjamin Soto,56,72770.31,195738.9,3262.32,2024-03-10,1
184,Robert Avery,43,52042.48,141143.94,2352.4,2024-03-23,1
185,Bailey Duran DDS,35,71530.91,186683.39,3111.39,2024-12-22,1
186,Patricia James,35,84674.52,243480.06,4058.0,2025-02-05,1
187,Scott Branch,39,73002.74,236201.71,3936.7,2024-06-16,1
188,Amy Choi,36,82856.81,146791.32,2446.52,2024-03-28,1
189,Christine Clark,49,64404.99,177475.36,2957.92,2024-11-01,1
190,David Arnold,46,50301.41,123702.54,2061.71,2024-04-19,1
191,Jerry Wheeler,25,63273.34,218627.24,3643.79,2024-06-11,1
192,Dwayne Campbell,39,80146.48,188037.38,3133.96,2025-01-17,1
193,Michael Bradshaw,55,61160.52,157143.27,2619.05,2024-12-20,1
194,Leah Lara,40,91267.16,337273.39,5621.22,2024-05-05,1
195,Joshua Holland,47,37153.86,90360.69,1506.01,2025-02-05,1
196,Charles Brown,27,38771.96,127858.31,2130.97,2024-12-22,1
197,Paul Carroll,43,39021.49,128048.42,2134.14,2024-06-10,1
198,John Torres,25,50743.64,120291.81,2004.86,2024-07-24,1
199,Kathryn Snyder,36,71962.26,221111.39,3685.19,2024-03-21,1
200,Stacy Navarro,59,51348.43,173439.37,2890.66,2024-10-10,1
201,Brandon Hayden,36,67924.75,210821.56,3513.69,2025-01-08,1
202,Laurie Smith,26,33807.58,145654.89,2427.58,2024-12-12,1
203,Debra Williams,40,51531.64,128776.36,2146.27,2024-12-08,1
204,Joseph Ramos,33,69608.73,180468.15,3007.8,2024-06-06,1
205,Kevin Walters,59,63895.84,162796.48,2713.27,2024-08-27,1
206,Julie Ortiz,57,42912.87,134483.41,2241.39,2024-06-22,1
207,Shannon Rivera,27,73228.95,157996.14,2633.27,2024-11-14,1
208,Matthew Morales DDS,44,47093.8,132226.31,2203.77,2024-03-04,1
209,Ernest Morris,23,38996.77,121468.36,2024.47,2024-12-15,1
210,Jose Travis,56,95848.17,258578.5,4309.64,2024-10-31,1
211,Julia Brown,35,68656.08,198998.09,3316.63,2024-09-07,1
212,Peter Garrett,22,52373.91,124601.71,2076.7,2024-12-10,1
213,Derek Anderson,50,67320.66,255149.82,4252.5,2024-06-09,1
214,Michael Martinez,35,65064.04,181792.93,3029.88,2024-10-20,1
215,Cynthia Moore,58,67741.87,219331.02,3655.52,2024-09-19,1
216,Jason Walker,47,68152.25,239722.84,3995.38,2025-01-10,1
217,Julia Wilson,46,55889.33,184661.53,3077.69,2025-01-07,1
218,Timothy Carter,35,52488.2,207512.59,3458.54,2024-11-18,1
219,Ruben Baird,54,63752.86,216942.54,3615.71,2024-05-23,1
220,Charles Lee,46,60276.28,231353.54,3855.89,2024-10-08,1
221,Sherry Shields,23,41842.48,91772.89,1529.55,2024-06-05,1
222,Sarah Morgan,27,73386.16,223667.09,3727.78,2024-12-20,1
223,Samantha Campbell,29,62477.92,205206.75,3420.11,2024-06-13,1
224,Lauren Keller,50,46771.82,152303.19,2538.39,2025-01-20,1
225,Joshua Reed,48,85587.37,255378.58,4256.31,2024-09-20,1
226,Jamie Cantu,54,52689.07,168705.67,2811.76,2025-01-21,1
227,Michael Armstrong,54,74551.17,250520.75,4175.35,2024-05-19,1
228,Jennifer Flores,31,61073.49,168634.37,2810.57,2024-08-20,1
229,Roberta Hughes,59,84631.44,252251.95,4204.2,2024-11-02,1
230,Marissa Hernandez,45,26327.96,87880.21,1464.67,2024-03-04,1
231,Vincent Rivera,29,60827.34,258689.22,4311.49,2024-03-28,1
232,Jessica Fox,33,53588.88,145958.81,2432.65,2024-08-14,1
233,Charles Pitts,47,79956.58,319799.02,5329.98,2024-04-18,1
234,Richard Baker,32,48393.16,115063.09,1917.72,2024-10-18,1
235,Marie Christian,27,58320.41,184479.8,3074.66,2025-01-15,1
236,Kimberly Finley,33,46637.35,85702.67,1428.38,2024-10-19,1
237,Olivia Brennan,33,55967.49,155593.42,2593.22,2024-03-03,1
238,Cynthia Cohen,52,78074.56,260473.32,4341.22,2024-06-09,1
239,Nicole Hamilton MD,50,39878.32,157256.73,2620.95,2024-10-22,1
240,Ashlee Jackson,57,50588.72,139235.61,2320.59,2024-06-14,1
241,Amber Flynn,36,60835.87,215790.66,3596.51,2024-06-11,1
242,Jeffrey Sanchez,30,51178.7,150122.46,2502.04,2024-07-28,1
243,Rebecca Jackson,47,69243.24,185903.81,3098.4,2024-03-20,1
244,Janet Vega,46,44818.43,97371.25,1622.85,2024-08-30,1
245,Briana Murray,48,36663.75,58943.66,982.39,2024-05-27,1
246,Michael Nolan,45,37458.52,107492.18,1791.54,2024-08-17,1
247,Megan Moore,45,42085.94,132090.54,2201.51,2024-08-08,1
248,Victoria Evans,43,75582.39,200360.75,3339.35,2024-08-01,1
249,Joyce Turner,28,49912.98,133389.7,2223.16,2024-07-17,1
250,Ashley James,41,59444.46,191097.54,3184.96,2024-07-07,1
251,Wendy Phillips,28,48013.34,140090.07,2334.83,2025-01-06,1
252,Denise Knight,44,49836.51,153229.49,2553.82,2024-11-11,1
253,Valerie Lozano,53,80245.57,227511.54,3791.86,2024-12-04,1
254,Tanner Mitchell DDS,50,93847.26,254627.08,4243.78,2024-10-11,1
255,Colleen Lee,39,98548.9,241094.74,4018.25,2024-05-26,1
256,Michelle Hopkins,23,75599.89,188976.28,3149.6,2025-01-09,1
257,Brent Burton,51,36979.82,162637.85,2710.63,2024-03-05,1
258,Jeremiah Riley,22,42337.07,131323.28,2188.72,2024-11-29,1
259,Theodore Murphy,24,51484.21,148750.18,2479.17,2024-07-29,1
260,Carlos Ryan,55,38887.32,101538.36,1692.31,2024-07-10,1
261,Susan Rivas,49,54571.64,161816.1,2696.93,2024-05-28,1
262,Terry Coffey,24,78333.05,149838.45,2497.31,2024-06-12,1
263,Gina Wilson,29,70825.08,172492.65,2874.88,2024-03-19,1
264,Vincent Dalton,24,61481.19,180436.68,3007.28,2024-11-26,1
265,Jennifer Singleton,29,62148.23,216844.28,3614.07,2024-09-22,1
266,Richard Smith,35,56395.12,158616.33,2643.61,2024-09-14,1
267,Jacob Curry,37,78747.08,252790.91,4213.18,2024-05-30,1
268,Samantha Bentley,42,84695.96,211439.68,3523.99,2024-04-01,1
269,Kaitlyn Harvey,39,34601.01,88223.36,1470.39,2024-09-24,1
270,Leonard Holland,39,64892.0,154082.37,2568.04,2024-10-22,1
271,Susan Turner,23,41377.48,107244.11,1787.4,2024-07-26,1
272,Andrew Johnson,41,55060.04,162514.5,2708.57,2024-08-28,1
273,David Medina,51,40793.56,158172.83,2636.21,2024-07-18,1
274,Michael Paul,56,74245.74,209336.33,3488.94,2024-09-15,1
275,Patrick Moore,53,74577.34,222577.63,3709.63,2024-07-29,1
276,Sandra Gilbert,35,54545.82,162084.39,2701.41,2025-02-17,1
277,Amanda Wood,46,73046.11,257747.76,4295.8,2024-08-09,1
278,David Cox,25,50657.18,141380.57,2356.34,2024-11-11,1
279,Steven Newman,27,76545.38,273704.29,4561.74,2024-03-13,1
280,Colton Martinez,38,35556.11,116479.39,1941.32,2025-01-13,1
281,Anna Lewis,33,58965.29,100883.26,1681.39,2024-10-24,1
282,Alison Buchanan,33,63840.45,222889.07,3714.82,2024-05-23,1
283,Rachel Harris DVM,31,58517.06,242786.08,4046.43,2024-09-21,1
284,Daniel Kane,49,57628.48,196126.81,3268.78,2024-06-25,1
285,Rachel Carlson,23,53719.43,200237.24,3337.29,2024-06-05,1
286,Brianna Anderson,57,67764.89,178704.7,2978.41,2024-05-26,1
287,Ashley Delacruz,57,56624.91,204064.63,3401.08,2024-04-10,1
288,Richard Young,56,45361.9,159983.3,2666.39,2024-06-23,1
289,Derek Martinez,45,58084.56,190376.36,3172.94,2024-07-31,1
290,Nichole Alvarez,54,61429.81,189788.53,3163.14,2024-12-17,1
291,Kevin Hayes,40,64466.4,137972.89,2299.55,2024-05-15,1
292,Amanda Logan,55,51365.43,157229.83,2620.5,2025-01-20,1
293,Elizabeth Schneider,30,52798.16,219071.94,3651.2,2024-03-02,1
294,John Morales,46,62697.68,177595.81,2959.93,2024-11-11,1
295,Micheal Wallace,46,71519.75,271819.33,4530.32,2025-02-02,1
296,Lee Jones,58,70616.28,191989.18,3199.82,2024-06-04,1
297,Lauren Joseph,38,74785.84,202128.75,3368.81,2024-07-15,1
298,Kerry Chavez DDS,33,58883.5,194924.17,3248.74,2024-03-28,1
299,Ashley Pena,29,75968.53,232448.72,3874.15,2025-01-24,1
300,Michelle Lewis,58,79268.0,265113.26,4418.55,2024-08-12,1
301,Jennifer Wilcox,46,72508.83,234173.8,3902.9,2024-07-22,1
302,Brandon Simmons,47,64005.76,215521.89,3592.03,2024-11-03,1
303,Troy Mcdaniel,53,62174.06,174631.92,2910.53,2024-08-21,1
304,Ronald Davis,44,66444.27,206232.64,3437.21,2024-03-27,1
305,Jacqueline Anderson,28,41235.06,177434.0,2957.23,2024-03-13,1
306,Kristina Rivera,44,66699.6,192986.21,3216.44,2024-04-06,1
307,Shane Pugh,56,69853.25,237209.38,3953.49,2024-08-01,1
308,Michelle Schmitt,38,74074.26,203109.96,3385.17,2024-10-09,1
309,Brian Romero,55,40888.97,151576.24,2526.27,2024-04-19,1
310,Courtney Rodriguez,47,61194.87,214589.48,3576.49,2025-01-12,1
311,Ashley Ramirez,36,56084.59,172039.05,2867.32,2024-05-16,1
312,Sarah Villegas,43,62631.32,231378.61,3856.31,2025-01-01,1
313,Megan Hawkins,37,75477.67,170369.69,2839.49,2024-10-12,1
314,Sandra Adams,23,75152.05,218081.43,3634.69,2024-04-29,1
315,Phillip Dorsey,56,70700.99,213765.05,3562.75,2024-07-04,1
316,Sergio Knight,37,59635.84,162351.9,2705.86,2024-07-23,1
317,Patrick Bonilla,41,53317.46,198697.76,3311.63,2024-03-25,1
318,Cindy Barnes,24,46910.54,159347.08,2655.78,2024-06-30,1
319,Eric Nguyen,25,32079.77,91431.54,1523.86,2024-09-26,1
320,Sophia Moore,22,70008.09,266519.74,4442.0,2024-12-07,1
321,Megan Nelson,25,56323.96,144100.42,2401.67,2024-11-02,1
322,Lawrence Perry,45,74764.84,216295.1,3604.92,2024-05-12,1
323,Ashley Jordan,46,94645.84,252519.98,4208.67,2024-06-08,1
324,Leslie Rose,29,58543.51,177220.54,2953.68,2024-06-17,1
325,James Greene,31,62496.78,202878.65,3381.31,2024-02-21,1
326,Tony Saunders,24,58076.83,159678.18,2661.3,2024-12-11,1
327,Garrett Smith,44,67028.45,218116.94,3635.28,2024-12-05,1
328,Carl Patel,38,81307.56,220719.69,3678.66,2024-05-18,1
329,Sandra Drake,59,65154.28,183195.83,3053.26,2024-03-17,1
330,Patrick Graham,46,80674.12,269596.2,4493.27,2024-08-15,1
331,Shannon Johnston,55,83212.58,324357.55,5405.96,2024-09-28,1
332,Mark Roberts,49,26314.99,67387.81,1123.13,2024-07-25,1
333,Frederick Solis,55,50930.58,152003.57,2533.39,2024-10-16,1
334,Michael Cox,46,64287.98,203614.72,3393.58,2024-08-06,1
335,Dana Chapman,45,47241.65,144198.88,2403.31,2024-09-09,1
336,Seth Reese,39,56468.15,172287.97,2871.47,2024-05-15,1
337,Christopher Dixon,38,52235.83,162552.36,2709.21,2024-04-03,1
338,Cheyenne Parsons,24,73612.42,222158.4,3702.64,2024-07-04,1
339,Sabrina Briggs,48,79858.12,194382.01,3239.7,2024-05-20,1
340,David Thompson,45,66141.2,219521.76,3658.7,2024-04-18,1
341,Mary Thompson,54,68859.82,244752.02,4079.2,2024-12-15,1
342,Julie Elliott,34,56006.44,160496.65,2674.94,2024-10-01,1
343,Thomas Cunningham,57,67536.25,231563.09,3859.38,2024-10-22,1
344,Mrs. Tricia Stewart,28,80732.38,268383.09,4473.05,2024-08-07,1
345,Jeremy Turner,31,75603.09,223227.45,3720.46,2024-06-04,1
346,Heather Jones,52,51871.51,172184.65,2869.74,2024-08-16,1
347,Anthony Decker,23,47838.36,164139.7,2735.66,2024-03-19,1
348,Vanessa Davis,38,72266.29,162982.41,2716.37,2024-10-06,1
349,Julie Spencer,45,55753.36,142672.09,2377.87,2024-12-22,1
350,Amanda Stout,40,56682.04,175423.0,2923.72,2024-09-28,1
351,Erica Alvarez,53,63740.76,241496.32,4024.94,2024-04-17,1
352,Joanna Shepherd,36,54732.89,194503.95,3241.73,2025-01-09,1
353,Miguel Wagner,25,62633.19,200692.79,3344.88,2024-04-26,1
354,Michael Ritter,43,76104.48,189252.23,3154.2,2024-09-09,1
355,Caitlin Watson,43,56490.14,221633.59,3693.89,2024-06-07,1
356,Raymond Shelton,35,52798.02,161767.92,2696.13,2024-03-10,1
357,Maria Jones,33,51616.17,164583.63,2743.06,2024-03-26,1
358,Jasmine King,32,58034.42,115046.27,1917.44,2025-01-14,1
359,Susan Marks,55,51672.01,203617.61,3393.63,2024-06-27,1
360,Matthew Rangel,50,41551.96,120963.15,2016.05,2024-06-18,1
361,Melissa Myers,23,44681.51,149869.75,2497.83,2024-10-07,1
362,Angela Hansen,32,49148.45,165412.68,2756.88,2024-10-25,1
363,Robin Santiago,42,56663.81,137495.91,2291.6,2025-01-05,1
364,Yolanda Gaines,59,32298.41,87743.97,1462.4,2024-03-26,1
365,Jessica Cox,46,49336.92,131504.57,2191.74,2024-07-08,1
366,Trevor Peterson,37,67536.33,260718.27,4345.3,2024-12-12,1
367,Mr. Chad Jones,46,41763.7,128512.07,2141.87,2025-01-11,1
368,Katie Fernandez,36,65140.88,210299.29,3504.99,2024-12-01,1
369,Amanda Rogers,28,84397.79,148485.46,2474.76,2024-12-12,1
370,Linda Moore,45,45834.47,144911.31,2415.19,2024-04-29,1
371,Patricia Lamb,36,62947.82,211158.58,3519.31,2024-04-23,1
372,Amanda Diaz,38,44539.24,132509.44,2208.49,2024-11-24,1
373,Jeremy Mitchell,30,38608.12,127525.81,2125.43,2024-12-05,1
374,Cynthia Allen,43,59397.63,135700.56,2261.68,2024-12-29,1
375,Stephanie Lee,45,36128.93,118587.81,1976.46,2024-11-08,1
376,Victoria Murray,38,64446.88,192024.06,3200.4,2024-06-07,1
377,Kathryn Barnes,52,53215.41,95152.36,1585.87,2024-04-21,1
378,Rebecca Taylor,46,73527.37,267443.95,4457.4,2024-05-26,1
379,John Watson,29,65581.97,212448.6,3540.81,2025-02-15,1
380,Ryan Rosales,38,74097.72,253637.0,4227.28,2024-06-08,1
381,Christopher Cole,36,62441.43,158857.41,2647.62,2024-09-05,1
